组别,movie_id,片名,年份,豆瓣评分,评价人数,类型,Decade,语言字段原文,归一化语言,命中方言标签,方言大区,Tier层级,方言占比（推断）,占比推断依据,来源URL
方言片,30272786,一条叫招财的鱼,2018,5.7,953,剧情,2010s,汉语普通话 / 重庆方言 / 陕西方言,普通话 / 重庆方言 / 陕西方言,重庆方言 / 陕西方言,西南官话（川渝滇黔片） / 通用汉语方言标签 / 中原/兰银官话,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30272786/
方言片,30378028,世外桃源,2018,7.3,1069,纪录片,2010s,汉语普通话 / 四川方言,普通话 / 四川方言,四川方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30378028/
方言片,27622779,人怕出名猪怕壮,2018,5.5,855,喜剧,2010s,汉语普通话 / 四川方言,普通话 / 四川方言,四川方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/27622779/
方言片,30243293,初三四班,2018,7.1,674,纪录片,2010s,汉语普通话 / 四川话,普通话 / 四川话,四川话,西南官话（川渝滇黔片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30243293/
方言片,30265411,十年台湾,2018,4.9,401,剧情,2010s,汉语普通话 / 英语 / 闽南语 / 台湾原住民语言,普通话 / 英语 / 闽南语 / 台湾原住民语言,闽南语 / 台湾原住民语言,闽南语（闽台片） / 中国少数民族语言,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30265411/
方言片,26796664,叶问外传：张天志,2018,5.6,49202,剧情 / 动作 / 犯罪,2010s,汉语普通话 / 粤语 / 英语,普通话 / 粤语 / 英语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/26796664/
方言片,30234465,寻鳞,2018,8.4,212,纪录片 / 短片,2010s,汉语普通话 / 粤语,普通话 / 粤语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30234465/
方言片,30140092,小美,2018,6.1,819,剧情 / 爱情 / 悬疑,2010s,汉语普通话 / 粤语,普通话 / 粤语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30140092/
方言片,26605028,幸福路上,2018,7.6,5486,动画,2010s,汉语普通话 / 英语 / 闽南语,普通话 / 英语 / 闽南语,闽南语,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/26605028/
方言片,30255216,您一定不要错过,2018,5.7,2173,纪录片,2010s,汉语普通话 / 蒙语 / 日语 / 俄语,普通话 / 蒙语 / 日语 / 俄语,蒙语,中国少数民族语言,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30255216/
方言片,30272101,我私人的赫尔佐格,2018,6.0,205,纪录片 / 短片,2010s,汉语普通话 / 粤语,普通话 / 粤语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30272101/
方言片,27110296,无名之辈,2018,8.0,927485,剧情 / 喜剧,2010s,汉语普通话 / 贵州方言,普通话 / 贵州方言,贵州方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/27110296/
方言片,26972258,江湖儿女,2018,7.6,262911,爱情 / 犯罪,2010s,汉语普通话 / 山西方言 / 湖北方言 / 重庆方言,普通话 / 山西方言 / 湖北方言 / 重庆方言,山西方言 / 湖北方言 / 重庆方言,晋语 / 通用汉语方言标签 / 西南官话（川渝滇黔片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/26972258/
方言片,30162995,沿海出发,2018,5.9,411,剧情 / 家庭,2010s,汉语普通话 / 胶辽官话,普通话 / 胶辽官话,胶辽官话,东北/冀鲁/胶辽官话,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30162995/
方言片,27069377,淡蓝琥珀,2018,6.2,3935,剧情 / 悬疑,2010s,汉语普通话 / 重庆方言,普通话 / 重庆方言,重庆方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/27069377/
方言片,25716096,狗十三,2018,8.2,457298,剧情 / 家庭,2010s,汉语普通话 / 西安话,普通话 / 西安话,西安话,中原/兰银官话,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/25716096/
方言片,27077266,米花之味,2018,7.4,22908,剧情,2010s,汉语普通话 / 云南话 / 傣语,普通话 / 云南话 / 傣语,云南话 / 傣语,西南官话（川渝滇黔片） / 中国少数民族语言,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/27077266/
方言片,30214059,红毛皇帝,2018,7.2,1605,纪录片,2010s,汉语普通话 / 河南话,普通话 / 河南话,河南话,中原/兰银官话,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30214059/
方言片,27621448,范保德,2018,6.8,1472,剧情,2010s,汉语普通话 / 闽南语,普通话 / 闽南语,闽南语,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/27621448/
方言片,30208007,藏北秘岭-重返无人区,2018,5.8,5593,纪录片,2010s,汉语普通话 / 藏语,普通话 / 藏语,藏语,中国少数民族语言,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30208007/
方言片,26994321,角头2：王者再起,2018,6.6,9804,剧情 / 动作 / 犯罪,2010s,汉语普通话 / 闽南语,普通话 / 闽南语,闽南语,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/26994321/
方言片,30337147,那年1987,2018,6.2,2271,剧情 / 爱情,2010s,汉语普通话 / 粤语,普通话 / 粤语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30337147/
方言片,30242177,饿死诗人,2018,6.7,658,剧情 / 短片,2010s,汉语普通话 / 南京话,普通话 / 南京话,南京话,江淮官话,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30242177/
方言片,30295905,中国机长,2019,6.6,666974,剧情 / 传记 / 灾难,2010s,汉语普通话 / 藏语 / 英语 / 四川话,普通话 / 藏语 / 英语 / 四川话,藏语 / 四川话,中国少数民族语言 / 西南官话（川渝滇黔片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30295905/
方言片,26795054,乘客,2019,5.6,210,剧情,2010s,汉语普通话 / 重庆话,普通话 / 重庆话,重庆话,西南官话（川渝滇黔片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/26795054/
方言片,33420933,南方少女,2019,7.1,424,剧情 / 短片,2010s,汉语普通话 / 常州话,普通话 / 常州话,常州话,吴语（江浙片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/33420933/
方言片,27075252,夜以继夜,2019,5.3,284,剧情 / 家庭,2010s,汉语普通话 / 重庆方言,普通话 / 重庆方言,重庆方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/27075252/
方言片,33447759,奔跑的少年,2019,7.1,735,剧情 / 儿童 / 传记,2010s,汉语普通话 / 维吾尔语,普通话 / 维吾尔语,维吾尔语,中国少数民族语言,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/33447759/
方言片,30372078,小郭南方漫游记,2019,7.1,291,纪录片,2010s,汉语普通话 / 粤语,普通话 / 粤语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30372078/
方言片,33459904,岐路父子,2019,7.0,815,剧情 / 悬疑 / 短片,2010s,汉语普通话 / 西南官话,普通话 / 西南官话,西南官话,西南官话（川渝滇黔片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/33459904/
方言片,33451881,带妈妈出去玩,2019,7.6,701,剧情,2010s,汉语普通话 / 闽南语 / 山东话,普通话 / 闽南语 / 山东话,闽南语 / 山东话,闽南语（闽台片） / 东北/冀鲁/胶辽官话,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/33451881/
方言片,26752087,拉姆与嘎贝,2019,6.9,383,剧情,2010s,汉语普通话 / 藏语,普通话 / 藏语,藏语,中国少数民族语言,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/26752087/
方言片,33713078,浊风浪游,2019,6.1,226,剧情 / 短片,2010s,汉语普通话 / 武汉话,普通话 / 武汉话,武汉话,西南官话（川渝滇黔片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/33713078/
方言片,27199913,灰猴,2019,5.9,8339,剧情 / 喜剧 / 犯罪,2010s,汉语普通话 / 山西方言,普通话 / 山西方言,山西方言,晋语 / 通用汉语方言标签,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/27199913/
方言片,34852806,狂飙一梦,2019,6.8,108,纪录片,2010s,汉语普通话 / 台语 Taiwanese,普通话 / 台语 taiwanese,台语 taiwanese,台语（闽南语台湾变体）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/34852806/
方言片,34332494,红暑,2019,7.5,589,剧情 / 儿童 / 短片,2010s,汉语普通话 / 四川方言,普通话 / 四川方言,四川方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/34332494/
方言片,34452977,船,2019,6.3,173,剧情 / 爱情 / 短片,2010s,汉语普通话 / 粤语,普通话 / 粤语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/34452977/
方言片,27191431,过春天,2019,7.7,281442,剧情,2010s,汉语普通话 / 粤语,普通话 / 粤语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/27191431/
方言片,27177463,那个我最亲爱的陌生人,2019,6.5,1270,剧情 / 家庭,2010s,汉语普通话 / 闽南语,普通话 / 闽南语,闽南语,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/27177463/
方言片,30292777,阳光普照,2019,8.5,270757,剧情 / 犯罪 / 家庭,2010s,汉语普通话 / 闽南语,普通话 / 闽南语,闽南语,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30292777/
方言片,26728669,风中有朵雨做的云,2019,7.2,364183,剧情 / 犯罪 / 悬疑,2010s,汉语普通话 / 粤语,普通话 / 粤语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/26728669/
方言片,30491798,回南天,2020,5.5,1018,剧情,2020s,汉语普通话 / 粤语,普通话 / 粤语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30491798/
方言片,35193163,夏风沉醉的晚上,2020,5.5,540,剧情 / 短片,2020s,汉语普通话 / 杭州话,普通话 / 杭州话,杭州话,吴语（江浙片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/35193163/
方言片,35230673,太阳底下,2020,7.5,415,犯罪 / 悬疑 / 短片,2020s,汉语普通话 / 陕西方言,普通话 / 陕西方言,陕西方言,中原/兰银官话 / 通用汉语方言标签,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/35230673/
方言片,34805873,孤味,2020,8.1,53629,剧情 / 家庭,2020s,汉语普通话 / 闽南话,普通话 / 闽南话,闽南话,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/34805873/
方言片,34997942,小春与猪排,2020,5.9,118,剧情 / 儿童,2020s,台湾国语 / 闽南语,台湾国语 / 闽南语,闽南语,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/34997942/
方言片,34968943,幸福选择题五部曲 - 孤鸟还乡,2020,5.5,175,短片 / 同性,2020s,汉语普通话 / 闽南语 / 日语,普通话 / 闽南语 / 日语,闽南语,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/34968943/
方言片,30171424,拆弹专家2,2020,7.5,490652,动作 / 犯罪,2020s,汉语普通话 / 粤语 / 英语,普通话 / 粤语 / 英语,粤语,粤语（广府片/白话）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30171424/
方言片,34925392,拨浪鼓咚咚响,2020,7.4,653,剧情,2020s,汉语普通话 / 陕北方言,普通话 / 陕北方言,陕北方言,中原/兰银官话 / 通用汉语方言标签,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/34925392/
方言片,34937949,拼车,2020,6.7,269,短片,2020s,汉语普通话 / 维吾尔语,普通话 / 维吾尔语,维吾尔语,中国少数民族语言,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/34937949/
方言片,30419744,春江水暖,2020,7.3,23195,剧情 / 家庭,2020s,汉语普通话 / 杭州话,普通话 / 杭州话,杭州话,吴语（江浙片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/30419744/
方言片,34970312,枝栖,2020,6.4,213,剧情,2020s,汉语普通话 / 重庆话,普通话 / 重庆话,重庆话,西南官话（川渝滇黔片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/34970312/
方言片,35000216,武汉战疫纪,2020,8.3,610,纪录片,2020s,汉语普通话 / 英语 / 武汉话,普通话 / 英语 / 武汉话,武汉话,西南官话（川渝滇黔片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/35000216/
方言片,33451752,汉南夏日,2020,6.9,555,剧情,2020s,汉语普通话 / 武汉话,普通话 / 武汉话,武汉话,西南官话（川渝滇黔片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/33451752/
方言片,35154957,消失的情人节,2020,7.2,22894,喜剧 / 爱情 / 奇幻,2020s,汉语普通话 / 闽南语,普通话 / 闽南语,闽南语,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/35154957/
方言片,35191327,秘密基地,2020,6.5,249,剧情 / 儿童 / 喜剧,2020s,汉语普通话 / 潮汕话,普通话 / 潮汕话,潮汕话,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/35191327/
方言片,34925598,腿,2020,6.3,5015,剧情 / 喜剧 / 爱情,2020s,汉语普通话 / 闽南话,普通话 / 闽南话,闽南话,闽南语（闽台片）,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/34925598/
方言片,33464837,蓝色防线,2020,8.6,7285,战争 / 纪录片,2020s,汉语普通话 / 英语 / 河南方言 / 努维尔语,普通话 / 英语 / 河南方言 / 努维尔语,河南方言,中原/兰银官话 / 通用汉语方言标签,Tier 2b,<50%（推断）,普通话标签排首位、方言为次要但对白中显著存在,https://movie.douban.com/subject/33464837/
对照组,1299396,边走边唱,1991,7.1,3220,剧情,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1299396/
对照组,4294281,甘泉村的风波,1992,7.3,212,剧情,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/4294281/
对照组,1464535,战争子午线,1990,8.6,3118,剧情 / 战争,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1464535/
对照组,3055323,最后的山神,1992,8.0,3734,纪录片,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3055323/
对照组,1759548,王先生之欲火焚身,1993,7.5,1508,喜剧,1990s,普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1759548/
对照组,1783545,远山姐弟,1992,8.8,139,剧情,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1783545/
对照组,1298874,黄河绝恋,1999,7.6,39974,剧情 / 战争,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1298874/
对照组,3711787,再生勇士,1995,4.9,158,动作 / 犯罪,1990s,普通话/国语,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3711787/
对照组,1773607,消失的女人,1993,6.4,471,剧情,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1773607/
对照组,2278598,侠盗正传,1998,6.3,739,剧情,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/2278598/
对照组,2127115,笑林老祖,1995,6.4,1575,剧情 / 喜剧 / 动作,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/2127115/
对照组,1394801,邮差,1995,6.8,3621,剧情,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1394801/
对照组,1798293,启明星,1992,7.5,391,剧情,1990s,普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1798293/
对照组,2381068,耗尽一生,1996,6.7,398,剧情,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/2381068/
对照组,1296218,过年,1991,8.8,38992,剧情 / 家庭,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1296218/
对照组,2281702,红发卡,1996,6.9,141,剧情 / 儿童 / 家庭,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/2281702/
对照组,1459620,圣·保罗医院之谜,1990,7.3,3258,剧情 / 犯罪 / 惊悚,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1459620/
对照组,3742975,太监秘史,1990,7.5,411,剧情,1990s,普通话/国语,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3742975/
对照组,3403157,大进军——南线大追歼,1997,7.7,1093,剧情 / 战争,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3403157/
对照组,3098713,想入非非,1990,7.3,343,喜剧,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3098713/
对照组,2079521,父子婚事,1992,6.5,176,剧情 / 喜剧,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/2079521/
对照组,1401267,今天不回家,1996,7.7,1136,喜剧 / 剧情,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1401267/
对照组,1693592,日光峡谷,1996,7.3,381,动作 / 冒险 / 剧情,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1693592/
对照组,2279791,遗落荒原的爱,1994,7.5,148,剧情 / 爱情,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/2279791/
对照组,3032434,一世好命,1991,7.0,3097,喜剧 / 奇幻,1990s,普通话/国语 / 粤语,普通话 / 粤语,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3032434/
对照组,2127114,智勇和尚,1991,6.2,195,武侠 / 古装,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/2127114/
对照组,1926756,虎兄豹弟,1993,5.8,180,剧情 / 动作,1990s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1926756/
对照组,3168505,戚家军,2007,4.4,104,剧情 / 历史 / 古装,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3168505/
对照组,3010219,对门儿,2004,6.4,165,剧情,2000s,普通话/国语,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3010219/
对照组,3212120,九降风,2008,7.4,66151,剧情,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3212120/
对照组,5349365,你在哪里,2008,6.7,1279,短片 / 音乐,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/5349365/
对照组,1936565,公鸡打鸣，母鸡下蛋,2000,7.4,319,剧情 / 喜剧,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1936565/
对照组,1307423,非常夏日,2000,7.6,2316,剧情 / 悬疑,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1307423/
对照组,6101655,2000年中央电视台春节联欢晚会,2000,6.7,1186,音乐 / 歌舞,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/6101655/
对照组,3114111,熊猫回家路,2009,6.8,4585,家庭,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3114111/
对照组,3647128,生日,2009,7.0,279,剧情,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3647128/
对照组,10727011,见天笑,2009,7.0,103,纪录片,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/10727011/
对照组,3024072,买买提的2008,2008,7.8,752,剧情 / 儿童 / 运动,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3024072/
对照组,5288888,思凡,2005,7.7,215,动画 / 短片,2000s,无对白,无对白,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/5288888/
对照组,2071035,危险少女,2004,6.6,135,剧情 / 犯罪,2000s,国语,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/2071035/
对照组,1306724,女帅男兵,2000,6.2,713,剧情,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1306724/
对照组,1795037,魔比斯环,2006,4.7,1596,动画 / 冒险 / 科幻,2000s,英语,英语,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1795037/
对照组,2286759,但我知道,2004,7.3,276,短片,2000s,普通话/国语,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/2286759/
对照组,4073876,铁流1949,2009,5.9,397,剧情 / 战争,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/4073876/
对照组,4312209,黄石大道,2001,2.8,238,nan,2000s,普通话/国语,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/4312209/
对照组,4195641,发现少校,2009,9.3,690,纪录片,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/4195641/
对照组,6383542,虾街十年,2007,8.0,183,纪录片,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/6383542/
对照组,2363830,狂蟒惊魂,2008,2.7,849,恐怖,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/2363830/
对照组,5915781,芭比Girl,2005,8.2,322,动画,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/5915781/
对照组,26593969,2007年中央电视台春节联欢晚会,2007,6.0,1265,音乐 / 歌舞,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/26593969/
对照组,1307466,待避,2002,7.5,132,剧情 / 短片,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1307466/
对照组,3739724,阿美的绿豆,2009,7.2,255,喜剧 / 爱情 / 短片,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/3739724/
对照组,4063065,路有多远：电影《赤壁》拍摄纪实,2009,7.2,126,纪录片,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/4063065/
对照组,1419581,千杯不醉,2005,6.3,36236,喜剧 / 爱情,2000s,汉语普通话 / 粤语,普通话 / 粤语,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1419581/
对照组,1303871,我和爸爸,2003,7.4,17013,剧情,2000s,汉语普通话,普通话,,,非方言,普通话主导（0%）,语言字段无中国方言/少数民族语言标签,https://movie.douban.com/subject/1303871/
