movie_id,片名,年份,导演,制片国家/地区,语言,豆瓣评分,评价人数,score,hits,verdict,benchmark,来源URL
26780534,52赫兹，我爱你,2017,魏德圣,中国台湾,汉语普通话 / 闽南语,5.7,3139,1,E2,gray_zone,0,https://movie.douban.com/subject/26780534/
1292434,一一,2017,杨德昌,中国台湾 / 日本,汉语普通话 / 闽南语 / 英语 / 日语,9.1,313439,1,E2,gray_zone,0,https://movie.douban.com/subject/1292434/
26961159,囚,2017,马莉,中国大陆,汉语普通话 / 东北方言,9.1,7029,1,E2,gray_zone,0,https://movie.douban.com/subject/26961159/
27062663,塬上,2017,乔梁,中国大陆,汉语普通话 / 陕西方言,6.5,371,1,E2,gray_zone,0,https://movie.douban.com/subject/27062663/
26429879,我不做大哥好多年,2017,邱瓈宽,中国台湾,汉语普通话 / 闽南语,5.3,3165,1,E2,gray_zone,0,https://movie.douban.com/subject/26429879/
26748673,拆弹专家,2017,邱礼涛,中国大陆 / 中国香港,汉语普通话 / 粤语 / 英语,6.2,159685,1,E2,gray_zone,0,https://movie.douban.com/subject/26748673/
26324232,摇摇晃晃的人间,2017,范俭,中国大陆,汉语普通话 / 湖北方言,7.9,23700,1,E2,gray_zone,0,https://movie.douban.com/subject/26324232/
26968495,最后的诗句,2017,曾英庭,中国台湾,汉语普通话 / 闽南语,7.7,5623,1,E2,gray_zone,0,https://movie.douban.com/subject/26968495/
26335565,河对岸是山,2017,张跃龄,中国大陆,汉语普通话 / 甘肃方言,6.6,436,1,E2,gray_zone,0,https://movie.douban.com/subject/26335565/
26289140,灿烂这一刻,2017,陈果,中国大陆,汉语普通话 / 粤语,5.0,714,1,E2,gray_zone,0,https://movie.douban.com/subject/26289140/
26948510,爱上女蒲团2,2017,吉米,中国大陆,汉语普通话 / 粤语,2.9,289,1,E2,gray_zone,0,https://movie.douban.com/subject/26948510/
27003499,生化药尸,2017,梁嘉铭,中国大陆,汉语普通话 / 粤语,3.0,413,1,E2,gray_zone,0,https://movie.douban.com/subject/27003499/
26177735,皮绳上的魂,2017,张杨,中国大陆,汉语普通话 / 藏语,7.2,6536,1,E2,gray_zone,0,https://movie.douban.com/subject/26177735/
11600078,目击者之追凶,2017,程伟豪,中国台湾,汉语普通话 / 闽南语,8.2,158451,1,E2,gray_zone,0,https://movie.douban.com/subject/11600078/
27104373,神偷大师,2017,沈金飞 / 阎余超,中国大陆,汉语普通话 / 四川方言,5.0,707,1,E2,gray_zone,0,https://movie.douban.com/subject/27104373/
26334947,空山异客,2017,杨恒,中国大陆,汉语普通话 / 湘西方言,5.9,481,1,E2,gray_zone,0,https://movie.douban.com/subject/26334947/
26957500,老兽,2017,周子阳,中国大陆,汉语普通话 / 晋语,7.0,26662,1,E2,gray_zone,0,https://movie.douban.com/subject/26957500/
27124931,陈冲·上海：梅雨季节的城市穿行,2017,范欣,中国大陆,汉语普通话 / 上海话,7.2,132,1,E2,gray_zone,0,https://movie.douban.com/subject/27124931/
30378028,世外桃源,2018,周铭影,中国大陆,汉语普通话 / 四川方言,7.3,1069,1,E2,gray_zone,0,https://movie.douban.com/subject/30378028/
27622779,人怕出名猪怕壮,2018,彭建伟,中国大陆,汉语普通话 / 四川方言,5.5,855,1,E2,gray_zone,0,https://movie.douban.com/subject/27622779/
26924141,低压槽：欲望之城,2018,张家辉,中国大陆 / 中国香港,汉语普通话 / 粤语 / 英语 / 泰语,4.3,15981,1,E2,gray_zone,0,https://movie.douban.com/subject/26924141/
30243293,初三四班,2018,陆春桥,中国大陆,汉语普通话 / 四川话,7.1,674,1,E2,gray_zone,0,https://movie.douban.com/subject/30243293/
26796664,叶问外传：张天志,2018,袁和平,中国大陆 / 中国香港,汉语普通话 / 粤语 / 英语,5.6,49202,1,E2,gray_zone,0,https://movie.douban.com/subject/26796664/
30234465,寻鳞,2018,黄文轩,中国大陆,汉语普通话 / 粤语,8.4,212,1,E2,gray_zone,0,https://movie.douban.com/subject/30234465/
30140092,小美,2018,黄荣昇,中国台湾,汉语普通话 / 粤语,6.1,819,1,E2,gray_zone,0,https://movie.douban.com/subject/30140092/
30255216,您一定不要错过,2018,麦丽丝,中国大陆,汉语普通话 / 蒙语 / 日语 / 俄语,5.7,2173,1,E2,gray_zone,0,https://movie.douban.com/subject/30255216/
30272101,我私人的赫尔佐格,2018,郭泽权,中国大陆,汉语普通话 / 粤语,6.0,205,1,E2,gray_zone,0,https://movie.douban.com/subject/30272101/
30291548,捍战,2018,洪子烜,中国台湾,汉语普通话 / 粤语,6.5,2231,1,E2,gray_zone,0,https://movie.douban.com/subject/30291548/
26425063,无双,2018,庄文强,中国大陆 / 中国香港,汉语普通话 / 粤语 / 英语 / 泰语 / 波兰语,8.0,847858,1,E2,gray_zone,0,https://movie.douban.com/subject/26425063/
27110296,无名之辈,2018,饶晓志,中国大陆,汉语普通话 / 贵州方言,8.0,927485,1,E2,gray_zone,0,https://movie.douban.com/subject/27110296/
30162995,沿海出发,2018,殷玉洲,中国大陆,汉语普通话 / 胶辽官话,5.9,411,1,E2,gray_zone,0,https://movie.douban.com/subject/30162995/
27069377,淡蓝琥珀,2018,周劼,中国大陆,汉语普通话 / 重庆方言,6.2,3935,1,E2,gray_zone,0,https://movie.douban.com/subject/27069377/
25716096,狗十三,2018,曹保平,中国大陆,汉语普通话 / 西安话,8.2,457298,1,E2,gray_zone,0,https://movie.douban.com/subject/25716096/
30214059,红毛皇帝,2018,岳廷,中国大陆,汉语普通话 / 河南话,7.2,1605,1,E2,gray_zone,0,https://movie.douban.com/subject/30214059/
27621448,范保德,2018,萧雅全,中国台湾,汉语普通话 / 闽南语,6.8,1472,1,E2,gray_zone,0,https://movie.douban.com/subject/27621448/
30208007,藏北秘岭-重返无人区,2018,饶子君,中国大陆,汉语普通话 / 藏语,5.8,5593,1,E2,gray_zone,0,https://movie.douban.com/subject/30208007/
26994321,角头2：王者再起,2018,颜正国,中国台湾,汉语普通话 / 闽南语,6.6,9804,1,E2,gray_zone,0,https://movie.douban.com/subject/26994321/
30337147,那年1987,2018,余斌,中国大陆,汉语普通话 / 粤语,6.2,2271,1,E2,gray_zone,0,https://movie.douban.com/subject/30337147/
30242177,饿死诗人,2018,张新阳,中国大陆,汉语普通话 / 南京话,6.7,658,1,E2,gray_zone,0,https://movie.douban.com/subject/30242177/
26769474,香港大营救,2018,刘一君,中国大陆,汉语普通话 / 粤语 / 日语,4.4,1036,1,E2,gray_zone,0,https://movie.douban.com/subject/26769474/
26795054,乘客,2019,许振昊,中国大陆,汉语普通话 / 重庆话,5.6,210,1,E2,gray_zone,0,https://movie.douban.com/subject/26795054/
33420933,南方少女,2019,邱阳,中国大陆 / 法国,汉语普通话 / 常州话,7.1,424,1,E2,gray_zone,0,https://movie.douban.com/subject/33420933/
27075252,夜以继夜,2019,张琦,中国大陆,汉语普通话 / 重庆方言,5.3,284,1,E2,gray_zone,0,https://movie.douban.com/subject/27075252/
33447759,奔跑的少年,2019,戴维,中国大陆,汉语普通话 / 维吾尔语,7.1,735,1,E2,gray_zone,0,https://movie.douban.com/subject/33447759/
30206417,好汉三条半,2019,林子聪 Tze Chung Lam,中国大陆,汉语普通话 / 粤语,3.1,530,1,E2,gray_zone,0,https://movie.douban.com/subject/30206417/
30372078,小郭南方漫游记,2019,郭泽权,中国大陆,汉语普通话 / 粤语,7.1,291,1,E2,gray_zone,0,https://movie.douban.com/subject/30372078/
33459904,岐路父子,2019,王博伦,中国大陆,汉语普通话 / 西南官话,7.0,815,1,E2,gray_zone,0,https://movie.douban.com/subject/33459904/
26752087,拉姆与嘎贝,2019,松太加,中国大陆,汉语普通话 / 藏语,6.9,383,1,E2,gray_zone,0,https://movie.douban.com/subject/26752087/
30413052,攀登者,2019,李仁港,中国大陆,汉语普通话 / 藏语,6.0,295304,1,E2,gray_zone,0,https://movie.douban.com/subject/30413052/
33713078,浊风浪游,2019,张新阳,中国大陆,汉语普通话 / 武汉话,6.1,226,1,E2,gray_zone,0,https://movie.douban.com/subject/33713078/
27199913,灰猴,2019,张璞,中国大陆,汉语普通话 / 山西方言,5.9,8339,1,E2,gray_zone,0,https://movie.douban.com/subject/27199913/
34852806,狂飙一梦,2019,廖建华,中国台湾,汉语普通话 / 台语 Taiwanese,6.8,108,1,E2,gray_zone,0,https://movie.douban.com/subject/34852806/
34332494,红暑,2019,杨雨豪,中国大陆,汉语普通话 / 四川方言,7.5,589,1,E2,gray_zone,0,https://movie.douban.com/subject/34332494/
34452977,船,2019,彭炜君,中国大陆,汉语普通话 / 粤语,6.3,173,1,E2,gray_zone,0,https://movie.douban.com/subject/34452977/
27191431,过春天,2019,白雪,中国大陆,汉语普通话 / 粤语,7.7,281442,1,E2,gray_zone,0,https://movie.douban.com/subject/27191431/
27177463,那个我最亲爱的陌生人,2019,张作骥,中国台湾,汉语普通话 / 闽南语,6.5,1270,1,E2,gray_zone,0,https://movie.douban.com/subject/27177463/
30292777,阳光普照,2019,钟孟宏,中国台湾,汉语普通话 / 闽南语,8.5,270757,1,E2,gray_zone,0,https://movie.douban.com/subject/30292777/
26728669,风中有朵雨做的云,2019,娄烨,中国大陆,汉语普通话 / 粤语,7.2,364183,1,E2,gray_zone,0,https://movie.douban.com/subject/26728669/
30491798,回南天,2020,高鸣,中国大陆,汉语普通话 / 粤语,5.5,1018,1,E2,gray_zone,0,https://movie.douban.com/subject/30491798/
35193163,夏风沉醉的晚上,2020,顾晓刚,中国大陆,汉语普通话 / 杭州话,5.5,540,1,E2,gray_zone,0,https://movie.douban.com/subject/35193163/
35230673,太阳底下,2020,马文 / 马武,中国大陆,汉语普通话 / 陕西方言,7.5,415,1,E2,gray_zone,0,https://movie.douban.com/subject/35230673/
34805873,孤味,2020,许承杰,中国台湾,汉语普通话 / 闽南话,8.1,53629,1,E2,gray_zone,0,https://movie.douban.com/subject/34805873/
34997942,小春与猪排,2020,黃俊傑,中国台湾,台湾国语 / 闽南语,5.9,118,1,E2,gray_zone,0,https://movie.douban.com/subject/34997942/
34968943,幸福选择题五部曲 - 孤鸟还乡,2020,李佳桦,中国台湾,汉语普通话 / 闽南语 / 日语,5.5,175,1,E2,gray_zone,0,https://movie.douban.com/subject/34968943/
30171424,拆弹专家2,2020,邱礼涛,中国大陆 / 中国香港,汉语普通话 / 粤语 / 英语,7.5,490652,1,E2,gray_zone,0,https://movie.douban.com/subject/30171424/
34925392,拨浪鼓咚咚响,2020,白志强,中国大陆,汉语普通话 / 陕北方言,7.4,653,1,E2,gray_zone,0,https://movie.douban.com/subject/34925392/
30419744,春江水暖,2020,顾晓刚,中国大陆,汉语普通话 / 杭州话,7.3,23195,1,E2,gray_zone,0,https://movie.douban.com/subject/30419744/
34970312,枝栖,2020,李季风,中国大陆,汉语普通话 / 重庆话,6.4,213,1,E2,gray_zone,0,https://movie.douban.com/subject/34970312/
33451752,汉南夏日,2020,韩帅,中国大陆,汉语普通话 / 武汉话,6.9,555,1,E2,gray_zone,0,https://movie.douban.com/subject/33451752/
35154957,消失的情人节,2020,陈玉勋,中国台湾,汉语普通话 / 闽南语,7.2,22894,1,E2,gray_zone,0,https://movie.douban.com/subject/35154957/
35191327,秘密基地,2020,林齐颖,中国大陆,汉语普通话 / 潮汕话,6.5,249,1,E2,gray_zone,1,https://movie.douban.com/subject/35191327/
34925598,腿,2020,张耀升,中国台湾,汉语普通话 / 闽南话,6.3,5015,1,E2,gray_zone,0,https://movie.douban.com/subject/34925598/
30170833,荞麦疯长,2020,徐展雄,中国大陆,汉语普通话 / 上海话,4.1,57601,1,E2,gray_zone,0,https://movie.douban.com/subject/30170833/
34940544,追龙番外篇之十亿探长,2020,许悦铭,中国大陆,汉语普通话 / 粤语,4.2,2212,1,E2,gray_zone,0,https://movie.douban.com/subject/34940544/
1770510,蛇杀手,1974,桂治洪,中国香港,汉语普通话 / 英语 / 粤语,7.0,1537,0,,gray_zone,0,https://movie.douban.com/subject/1770510/
3736057,邪魔,1981,张人杰,中国台湾,汉语普通话 / 英语 / 粤语,6.2,247,0,,gray_zone,0,https://movie.douban.com/subject/3736057/
3047973,新天龙八部,1982,蕭笙,中国香港,普通话/国语 / 粤语,5.8,621,0,,gray_zone,0,https://movie.douban.com/subject/3047973/
1294139,似水流年,1984,严浩,中国香港 / 中国大陆,汉语普通话 / 粤语,8.2,5706,0,E2+E3+N1,gray_zone,0,https://movie.douban.com/subject/1294139/
5179821,心锁,1986,何藩,中国台湾,普通话/国语 / 粤语,5.9,294,0,,gray_zone,0,https://movie.douban.com/subject/5179821/
1962448,灵幻童子,1986,李作楠,中国台湾 / 中国香港,汉语普通话 / 英语 / 粤语,6.6,416,0,,gray_zone,0,https://movie.douban.com/subject/1962448/
1305441,人在纽约,1989,关锦鹏,中国香港,汉语普通话 / 英语 / 粤语,7.5,6172,0,,gray_zone,0,https://movie.douban.com/subject/1305441/
1300581,至尊无上,1989,向华胜 / 王晶 / 元奎,中国香港,汉语普通话 / 英语 / 粤语 / 日语,7.4,10819,0,,gray_zone,0,https://movie.douban.com/subject/1300581/
3032434,一世好命,1991,梁家树,中国香港,普通话/国语 / 粤语,7.0,3097,0,,gray_zone,0,https://movie.douban.com/subject/3032434/
1306970,上海假期,1991,许鞍华,中国大陆 / 中国香港 / 中国台湾,汉语普通话 / 英语 / 上海话,7.1,2556,0,,gray_zone,0,https://movie.douban.com/subject/1306970/
1306939,推手,1991,李安,中国台湾 / 美国,汉语普通话 / 英语 / 粤语,8.4,127014,0,,gray_zone,0,https://movie.douban.com/subject/1306939/
1302941,戏梦人生,1994,侯孝贤,中国台湾,汉语普通话 / 日语 / 闽南语,8.4,7236,0,,gray_zone,0,https://movie.douban.com/subject/1302941/
1308130,少女小渔,1995,张艾嘉,中国台湾,汉语普通话 / 英语 / 粤语,7.9,30489,0,,gray_zone,0,https://movie.douban.com/subject/1308130/
3337623,岁月情真,1995,梁材遠,中国香港,普通话/国语 / 粤语,7.9,111,0,,gray_zone,0,https://movie.douban.com/subject/3337623/
3444612,成龙的传奇,1998,成龙,中国香港,普通话/国语 / 粤语,7.6,604,0,,gray_zone,0,https://movie.douban.com/subject/3444612/
4043852,我的潭子湾小学,1999,冯乔,中国大陆,普通话/国语 / 上海话,8.8,117,0,,gray_zone,0,https://movie.douban.com/subject/4043852/
1301914,真心话,1999,尔冬升,中国香港 / 新加坡,普通话 / 英语 / 粤语,7.3,1065,0,,gray_zone,0,https://movie.douban.com/subject/1301914/
3339284,茅山斗僵尸,1999,罗道邦,中国香港,普通话/国语 / 粤语,3.5,129,0,,gray_zone,0,https://movie.douban.com/subject/3339284/
900030,鬼子来了,2000,姜文 Wen Jiang,中国大陆,汉语普通话 / 日语 / 唐山话,9.2,537438,0,,gray_zone,0,https://movie.douban.com/subject/1291858/
3732547,我不要你管,2001,胡庶,中国大陆,普通话/国语 / 方言,6.8,201,0,,gray_zone,0,https://movie.douban.com/subject/3732547/
2330657,凤冠情事,2003,杨凡,中国大陆,普通话/国语 / 苏州话,7.9,344,0,,gray_zone,0,https://movie.douban.com/subject/2330657/
3531098,庙街公主,2003,朱澄丰,中国香港,普通话/国语 / 粤语,6.3,117,0,,gray_zone,0,https://movie.douban.com/subject/3531098/
4899555,我的麻烦老友,2003,叶伟英 / 张珮诗,中国香港,普通话/国语 / 粤语,5.6,110,0,,gray_zone,0,https://movie.douban.com/subject/4899555/
1306351,给我一支猫,2003,吴米森,中国台湾,汉语普通话 / 日语 / 粤语,6.7,384,0,,gray_zone,0,https://movie.douban.com/subject/1306351/
2990256,天降横财心惊惊,2004,,中国香港,普通话/国语 / 粤语,7.4,126,0,,gray_zone,0,https://movie.douban.com/subject/2990256/
1401205,七剑,2005,徐克,中国香港 / 中国大陆 / 韩国,汉语普通话 / 韩语 / 粤语,6.0,60316,0,,gray_zone,0,https://movie.douban.com/subject/1401205/
3732179,卡布奇诺,2005,午马 / 孔刚,中国香港,普通话/国语 / 粤语,2.5,125,0,,gray_zone,0,https://movie.douban.com/subject/3732179/
2330117,龙眼粥,2005,张国甫,中国台湾,汉语普通话 / 英语 / 粤语,5.7,173,0,,gray_zone,0,https://movie.douban.com/subject/2330117/
4258506,在那里,2007,贾樟柯,中国大陆,普通话/国语 / 粤语,4.9,489,0,,gray_zone,0,https://movie.douban.com/subject/4258506/
4323362,坑,2007,牟晨玮,中国大陆,汉语普通话 / 日语 / 唐山方言,7.2,130,0,,gray_zone,0,https://movie.douban.com/subject/4323362/
3193464,爱的面包魂,2007,高炳權,中国台湾,普通话/国语 / 閩南語,7.2,118,0,,gray_zone,0,https://movie.douban.com/subject/3193464/
3773973,移动之外,2007,祝捷,中国大陆,普通话/国语 / 粤语，台语，四川话,6.4,179,0,,gray_zone,0,https://movie.douban.com/subject/3773973/
3773980,红谷子,2007,林稚沾,中国大陆,普通话/国语 / 云南方言,7.3,103,0,,gray_zone,0,https://movie.douban.com/subject/3773980/
3230462,女人不坏,2008,徐克,中国大陆 / 中国香港,汉语普通话 / 韩语 / 乌兹别克语,6.0,129121,0,,gray_zone,0,https://movie.douban.com/subject/3230462/
3130172,恋人路上,2008,曾翠珊,中国香港,普通话/国语 / 粤语,7.0,104,0,,gray_zone,0,https://movie.douban.com/subject/3130172/
3632550,现实是过去的未来,2008,黄伟凯,中国大陆,普通话/国语 / 粤语,7.6,683,0,,gray_zone,0,https://movie.douban.com/subject/3632550/
3032852,黑道之无悔今生,2008,梁鸿华,中国香港,普通话/国语 / 粤语,6.2,136,0,,gray_zone,0,https://movie.douban.com/subject/3032852/
3732806,羊肉泡馍麻辣烫,2009,蒲剑,中国大陆,普通话/国语 / 四川话,5.6,201,0,,gray_zone,0,https://movie.douban.com/subject/3732806/
4135765,那时年纪小,2009,滕丛丛,中国大陆,普通话/国语 / 山东方言,6.5,112,0,,gray_zone,0,https://movie.douban.com/subject/4135765/
4323370,寻欢作乐,2010,赵大勇,中国大陆,普通话/国语 / 粤语,6.9,205,0,,gray_zone,0,https://movie.douban.com/subject/4323370/
5279627,胡辣汤,2010,韩万峰,中国大陆,普通话/国语 / 河南周口话,6.4,155,0,,gray_zone,0,https://movie.douban.com/subject/5279627/
6062731,亲密敌人,2011,徐静蕾,中国大陆,汉语普通话 / 英语 / 粤语,5.6,60990,0,,gray_zone,0,https://movie.douban.com/subject/6062731/
5294344,出轨的女人,2011,潘源良,中国香港,普通话/国语 / 粤语,5.8,19092,0,,gray_zone,0,https://movie.douban.com/subject/5294344/
6894068,宅男电台,2011,程亮 Liang Cheng,中国大陆,汉语普通话 / 日语 / 上海话,7.1,13320,0,,gray_zone,0,https://movie.douban.com/subject/6894068/
4116937,西藏往事,2011,戴玮,中国大陆,汉语普通话 / 英语 / 藏语,6.5,3482,0,,gray_zone,1,https://movie.douban.com/subject/4116937/
4841182,云上太阳,2012,丑丑,中国大陆,汉语普通话 / 法语 / 少数民族语,6.5,530,0,,gray_zone,0,https://movie.douban.com/subject/4841182/
6869395,低俗喜剧,2012,彭浩翔,中国香港,汉语普通话 / 粤语,6.4,65237,0,E2+E4+N1,gray_zone,0,https://movie.douban.com/subject/6869395/
24891524,5月天诺亚方舟,2013,刘名峰,中国台湾,汉语普通话 / 英语 / 闽南语,8.5,19768,0,,gray_zone,0,https://movie.douban.com/subject/24891524/
10574468,北京遇上西雅图,2013,薛晓路,中国大陆 / 中国香港,汉语普通话 / 英语 / 闽南语,7.3,547244,0,,gray_zone,0,https://movie.douban.com/subject/10574468/
26831256,2015湖南卫视跨年演唱会,2014,,中国大陆,汉语普通话 / 英语 / 粤语 / 韩语,7.4,328,0,,gray_zone,0,https://movie.douban.com/subject/26831256/
25805741,后会无期,2014,韩寒,中国大陆,汉语普通话 / 手语 / 粤语,7.2,568548,0,,gray_zone,0,https://movie.douban.com/subject/25805741/
3824672,听说,2015,郑芬芬,中国台湾,汉语普通话 / 台湾手语 / 闽南语,8.1,365028,0,,gray_zone,0,https://movie.douban.com/subject/3824672/
3077412,寻龙诀,2015,乌尔善,中国大陆 / 中国香港,汉语普通话 / 英语 / 蒙古语 / 日语,7.4,554897,0,,gray_zone,0,https://movie.douban.com/subject/3077412/
25896040,搏击迷城,2015,陈丽英,中国大陆 / 中国香港,汉语普通话 / 日语 / 粤语,4.2,1316,0,,gray_zone,0,https://movie.douban.com/subject/25896040/
25746414,暴走神探,2015,罗卓瑶,中国大陆 / 中国香港,汉语普通话 / 英语 / 上海话,5.4,15078,0,,gray_zone,0,https://movie.douban.com/subject/25746414/
25895276,煎饼侠,2015,大鹏,中国大陆,汉语普通话 / 英语 / 粤语,5.8,352083,0,,gray_zone,0,https://movie.douban.com/subject/25895276/
26322792,北京遇上西雅图之不二情书,2016,薛晓路,中国大陆 / 中国香港,汉语普通话 / 英语 / 粤语,6.4,237058,0,,gray_zone,0,https://movie.douban.com/subject/26322792/
4078592,上海王,2017,胡雪桦,中国大陆,汉语普通话 / 英语 / 上海话 / 日语,4.8,8615,0,,gray_zone,0,https://movie.douban.com/subject/4078592/
26647876,地球：神奇的一天,2017,理查德·戴尔 / 彼得·韦柏 / 范立欣,中国大陆 / 英国,汉语普通话 / 英语 / 粤语,8.1,15905,0,,gray_zone,0,https://movie.douban.com/subject/26647876/
27063404,壬午渝汐,2017,王博伦,中国大陆,汉语普通话 / 德语 / 重庆方言 / 日语,6.8,242,0,,gray_zone,0,https://movie.douban.com/subject/27063404/
26731242,接线员,2017,卢谨明,中国台湾 / 英国,汉语普通话 / 英语 / 闽南语,6.1,567,0,,gray_zone,0,https://movie.douban.com/subject/26731242/
25727544,寻找罗麦,2018,王超,中国大陆 / 法国,汉语普通话 / 英语 / 藏语 / 法语,4.2,6111,0,,gray_zone,0,https://movie.douban.com/subject/25727544/
26605028,幸福路上,2018,宋欣颖,中国台湾,汉语普通话 / 英语 / 闽南语,7.6,5486,0,,gray_zone,0,https://movie.douban.com/subject/26605028/
26752088,我不是药神,2018,文牧野,中国大陆,汉语普通话 / 英语 / 上海话 / 印地语,9.0,1828478,0,,gray_zone,0,https://movie.douban.com/subject/26752088/
26718797,上海王2,2020,胡雪桦,中国大陆,汉语普通话 / 英语 / 上海话 / 日语,3.8,1943,0,,gray_zone,0,https://movie.douban.com/subject/26718797/
33408026,刻在你心底的名字,2020,柳广辉,中国台湾,汉语普通话 / 英语 / 闽南语,7.3,90748,0,,gray_zone,0,https://movie.douban.com/subject/33408026/
35000216,武汉战疫纪,2020,葛云飞,中国大陆,汉语普通话 / 英语 / 武汉话,8.3,610,0,,gray_zone,0,https://movie.douban.com/subject/35000216/
33464837,蓝色防线,2020,尚昌仪 / 周德新 / 刘欣,中国大陆,汉语普通话 / 英语 / 河南方言 / 努维尔语,8.6,7285,0,,gray_zone,0,https://movie.douban.com/subject/33464837/
1297418,麻将,1996,杨德昌,中国台湾,汉语普通话 / 英语 / 法语 / 闽南语,8.6,36029,-1,N2,gray_zone,0,https://movie.douban.com/subject/1297418/
1871738,黑眼圈,2007,蔡明亮,中国台湾 / 法国 / 奥地利 / 马来西亚,汉语普通话 / 马来语 / 孟加拉语 / 台语,7.4,3505,-1,N2,gray_zone,0,https://movie.douban.com/subject/1871738/
5268638,追踪章鱼保罗,2010,小江 / 李凯 / 张扬,中国大陆,汉语普通话 / 英语 / 德语 / 粤语,3.6,1064,-1,N2,gray_zone,0,https://movie.douban.com/subject/5268638/
4237863,一场风花雪月的事,2013,高群书,中国大陆,汉语普通话 / 英语 / 韩语 / 日语 / 粤语 / 意大利语,4.5,28185,-1,N2,gray_zone,0,https://movie.douban.com/subject/4237863/
24879858,分手大师,2014,俞白眉 / 邓超,中国大陆,汉语普通话 / 克里奥尔语 / 英语 / 日语 / 上海话,5.1,303970,-1,N2,gray_zone,0,https://movie.douban.com/subject/24879858/
25755645,老男孩猛龙过江,2014,肖央,中国大陆,汉语普通话 / 英语 / 韩语 / 山东方言 / 意大利语,5.7,126716,-1,N2,gray_zone,0,https://movie.douban.com/subject/25755645/
26263443,恋爱中的城市,2015,文牧野 / 董润年 / 韩轶 / 傅天余 / 冀佳彤,中国大陆,汉语普通话 / 法语 / 捷克语 / 日语 / 意大利语 / 英语 / 上海话,5.7,36511,-1,N2,gray_zone,0,https://movie.douban.com/subject/26263443/
26335498,狼踪,2015,汪大纬,中国大陆,汉语普通话 / 英语 / 法语 / 蒙古语,8.0,238,-1,N2,gray_zone,0,https://movie.douban.com/subject/26335498/
26698897,唐人街探案2,2018,陈思诚,中国大陆,汉语普通话 / 英语 / 日语 / 粤语,6.6,827600,-1,N2,gray_zone,0,https://movie.douban.com/subject/26698897/
26861685,红海行动,2018,林超贤,中国大陆 / 中国香港,汉语普通话 / 阿拉伯语 / 英语 / 索马里语 / 粤语,8.2,939139,-1,N2,gray_zone,0,https://movie.douban.com/subject/26861685/
1306890,报仇,1970,张彻,中国香港,汉语普通话 / 粤语,7.8,3188,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1306890/
1307577,唐山大兄,1971,罗维 / 吴家骧,中国香港,汉语普通话 / 粤语,7.8,20643,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1307577/
4204168,山东响马,1972,黄枫,中国香港,汉语普通话 / 粤语,5.8,159,-2,E2+N1,exclude,0,https://movie.douban.com/subject/4204168/
1294079,广东小老虎,1973,金鑫 / 魏海峰,中国香港,汉语普通话 / 粤语,5.9,975,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1294079/
1304134,李小龙与我,1976,罗马,中国香港,汉语普通话 / 粤语,4.3,759,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1304134/
4176123,床上的故事,1977,张森,中国香港,汉语普通话 / 粤语,6.1,108,-2,E2+N1,exclude,0,https://movie.douban.com/subject/4176123/
1306757,铁马骝,1977,陈观泰,中国香港 / 中国台湾,汉语普通话 / 粤语,7.0,165,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1306757/
1305608,冷血十三鹰,1978,孙仲,中国香港,汉语普通话 / 粤语,7.2,2229,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1305608/
1390006,少林三十六房,1978,刘家良,中国香港,汉语普通话 / 粤语,7.6,6990,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1390006/
2072115,孔雀王朝,1979,楚原,中国香港,汉语普通话 / 粤语,6.3,1148,-2,E2+N1,exclude,0,https://movie.douban.com/subject/2072115/
3032531,少林英雄,1980,午马,中国台湾 / 中国香港,汉语普通话 / 粤语,7.3,339,-2,E2+N1,exclude,0,https://movie.douban.com/subject/3032531/
1307396,男与女,1983,蔡继光,中国香港,汉语普通话 / 粤语,7.2,3031,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1307396/
1302191,迷你特攻队,1983,朱延平,中国台湾 / 中国香港,汉语普通话 / 粤语,5.3,1352,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1302191/
2063034,追鬼七雄,1983,于仁泰,中国香港,汉语普通话 / 粤语,6.3,2720,-2,E2+N1,exclude,0,https://movie.douban.com/subject/2063034/
5394414,武僧,1984,张旗 / 金正勇 / 崔东俊,中国香港,汉语普通话 / 粤语,6.7,129,-2,E2+N1,exclude,0,https://movie.douban.com/subject/5394414/
26733931,唐朝艳妃,1985,吴家骏,中国香港,汉语普通话 / 粤语,4.4,115,-2,E2+N1,exclude,0,https://movie.douban.com/subject/26733931/
1307414,大上海1937,1986,张彻,中国香港 / 中国大陆,汉语普通话 / 粤语,7.3,1837,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1307414/
6025221,雪在烧,1988,谭家明,中国香港,汉语普通话 / 粤语,6.2,327,-2,E2+N1,exclude,0,https://movie.douban.com/subject/6025221/
1813498,猛鬼舞厅,1989,唐伟成,中国香港,国语 / 粤语,5.3,586,-2,E2+N1,exclude,0,https://movie.douban.com/subject/1813498/
